GOOG,0.13962
AAPL,0.10365
FB,0.20112
BABA,0.14615
AMZN,0.06081
GE,-0.0404
AMD,-0.12021
WMT,0.05274
BAC,-0.24671
GM,-0.07345
T,-0.01935
UAA,-0.03729
SHLD,-0.10979
XOM,0.07529
RRC,-0.06847
BBY,0.06358
MA,0.53891
PFE,0.25755
JPM,-0.00135
SBUX,0.0776
