Date,Close,High,Low,Open,Volume
1999-01-04,21.734939575195312,22.390070732603682,21.484448250303878,21.520576806778603,69305200
1999-01-05,22.582752227783203,22.813974946839004,21.802375550969874,21.869815510694483,64281600
1999-01-06,23.314952850341797,23.353489962491125,22.621284831653945,23.045193065296523,69064800
1999-01-07,23.199342727661133,23.218611284743908,22.852508700171185,23.083731385164484,51150400
1999-01-08,23.10300064086914,23.507640351843495,22.659823814563897,23.45946895767988,50244800
1999-01-11,22.73689842224121,23.26678376682734,22.235915914632507,23.257149487834866,46463200
1999-01-12,21.917978286743164,22.833234522892877,21.73492703951322,22.833234522892877,57907200
1999-01-13,22.168479919433594,22.7754396043203,20.964194830372662,20.964194830372662,75346000
1999-01-14,21.850542068481445,22.43823301476776,21.812004957249556,22.3900616257279,59214000
1999-01-15,23.083740234375,23.122277363313856,21.79274641492331,22.033603470791164,59344000
1999-01-19,23.989351272583008,24.413259487841504,23.257146173500153,23.334220394456242,102741600
1999-01-20,25.068384170532227,25.858394740087814,25.046707051245637,25.733149161987537,125481200
1999-01-21,24.403627395629883,25.174369674212745,24.31691888928931,24.9335127121556,80077200
1999-01-22,24.085697174072266,24.69988245201111,23.931548712158204,23.98935438537598,82160000
1999-01-25,24.95277976989746,25.174368161676473,24.528871542146305,24.923876936187153,103076400
1999-01-26,26.44609832763672,26.475001167339055,25.35742469884876,25.511573177261212,120203200
1999-01-27,25.99329376220703,26.889282020133365,25.97402519752044,26.590619267491252,98048000
1999-01-28,26.821826934814453,26.831461211730694,26.176330381426318,26.474992965829784,78838400
1999-01-29,26.975980758666992,26.995249316351757,26.340118355069844,26.93744364329747,79571600
1999-02-01,26.658052444458008,27.120497878984203,26.330486928335286,27.043423639896506,81729200
1999-02-02,25.839139938354492,26.60024808717254,25.627185770329216,26.590613806807756,91965600
1999-02-03,25.713884353637695,26.18596390902482,25.588638757310495,25.64644441715382,73749200
1999-02-04,24.519248962402344,25.95475705489663,24.49034611490246,25.91621992489678,89151600
1999-02-05,24.663759231567383,24.91425053626299,23.87374819368124,24.70229635536671,127945200
1999-02-08,25.473026275634766,25.521197656640126,24.91423825597258,25.058752398988666,109866800
1999-02-09,24.673398971557617,25.70426726127127,24.625227556150435,25.424873051909625,77293600
1999-02-10,24.760089874267578,25.338146447207677,24.451793035366194,24.64447855967956,73694000
