Date,Close,High,Low,Open,Volume
2004-09-29,20.659948348999023,20.71797159993208,20.6558046215612,20.659948348999023,205800
2004-09-30,20.825729370117188,20.85888551902582,20.717975048108524,20.722118776236005,27900
2004-10-01,21.211158752441406,21.240169589305133,20.825727255855277,20.86717085681145,129800
2004-10-04,21.302345275878906,21.36451070271404,21.298199965506285,21.298199965506285,8100
2004-10-05,21.298202514648438,21.3437914483676,21.281624433119127,21.3023478255172,11900
2004-10-06,21.397653579711914,21.397653579711914,21.339631918292305,21.343775645120118,9300
2004-10-07,21.17799949645996,21.405944011156517,21.17799949645996,21.405944011156517,7900
2004-10-08,21.2816162109375,21.372794043149145,21.240172604098895,21.372794043149145,16400
2004-10-11,21.198726654052734,21.343780842926506,21.178003271951837,21.343780842926506,4500
2004-10-12,21.26918601989746,21.26918601989746,21.13656456479225,21.21945336947612,3600
2004-10-13,21.323062896728516,21.376940854181527,21.323062896728516,21.3645065064786,2500
2004-10-14,21.48884391784668,21.492989228369858,21.323067859292536,21.323067859292536,19200
2004-10-15,21.708498001098633,21.708498001098633,21.584165570681325,21.592453029199532,9800
2004-10-18,21.824533462524414,21.882555136906653,21.671190240089633,21.696055768555134,4000
2004-10-19,21.708498001098633,21.96545190142409,21.708498001098633,21.88256308748834,6200
2004-10-20,21.604887008666992,21.675341471672752,21.401809497053293,21.675341471672752,5500
2004-10-21,21.824533462524414,21.824533462524414,21.563434346832285,21.563434346832285,7400
2004-10-22,21.650470733642578,21.924002642553187,21.650470733642578,21.820392047042013,69900
2004-10-25,21.546863555908203,21.63389609050941,21.47226378882932,21.63389609050941,14000
2004-10-26,21.74994659423828,21.74994659423828,21.559303385245364,21.604892322389972,9000
2004-10-27,22.006893157958984,22.006893157958984,21.857695206041285,21.907427856680517,9100
2004-10-28,22.019323348999023,22.069055990248504,21.95301263367566,21.969589126777382,12800
2004-10-29,22.006893157958984,22.143659923432445,21.957160507319752,22.143659923432445,50200
2004-11-01,22.222400665283203,22.222400665283203,22.040046581551824,22.04833561912674,5400
2004-11-02,22.006893157958984,22.26384861170201,22.006893157958984,22.26384861170201,14100
2004-11-03,22.230695724487305,22.334306350780384,22.19754114617932,22.334306350780384,12800
2004-11-04,22.566383361816406,22.566383361816406,22.21410646118958,22.21410646118958,5200
2004-11-05,21.9571590423584,22.50007917726946,21.924004471135106,22.50007917726946,51900
2004-11-08,22.015174865722656,22.0524747365247,21.91985332500008,22.027609209971292,31600
2004-11-09,22.09807014465332,22.09807014465332,21.982026770671077,22.01932665244714,22300
2004-11-10,22.25555992126465,22.313581611413515,22.073204231113937,22.131227502235287,13600
2004-11-11,22.437915802001953,22.437915802001953,22.255561678426172,22.267994447018978,13600
2004-11-12,22.877222061157227,22.877222061157227,22.458634328667543,22.491790481367563,14900
2004-11-15,23.16733741760254,23.192202956891126,22.980837968074432,23.013992547450126,39900
2004-11-16,23.026430130004883,23.29996216738087,23.026430130004883,23.29996216738087,26000
2004-11-17,22.491788864135742,23.125885219692485,22.41304537859367,23.105163416231125,21500
2004-11-18,22.45448875427246,22.707298864425415,22.26798936309633,22.707298864425415,80200
2004-11-19,22.222400665283203,22.562243300993476,22.222400665283203,22.491788853065078,74800
2004-11-22,22.375743865966797,22.388176630941246,22.17266641254194,22.31357687915025,84200
2004-11-23,22.4710693359375,22.549812829452588,22.28456992395711,22.359169688749265,9100
2004-11-24,22.86064338684082,22.918665071575802,22.690722061128795,22.690722061128795,10600
2004-11-26,22.835777282714844,22.99741115858812,22.81505547738927,22.960111276613116,11800
2004-11-29,22.752897262573242,22.89795152673352,22.645141311220257,22.89795152673352,86900
2004-11-30,22.877222061157227,22.877222061157227,22.678289887874236,22.835776870282203,32800
2004-12-01,23.320674896240234,23.362118505377016,22.931099595048497,22.939387052097974,23600
2004-12-02,23.12174415588379,23.32067633778739,23.018133545664888,23.32067633778739,36900
2004-12-03,23.432579040527344,23.44086808014187,23.208779713853183,23.208779713853183,35800
2004-12-06,23.54446792602539,23.64807850231863,23.399412170631702,23.478157220436596,53800
2004-12-07,23.24608039855957,23.594212169441004,23.21292423896481,23.594212169441004,47900
2004-12-08,23.308246612548828,23.416000965612174,23.20877971812888,23.295812262638428,76000
2004-12-09,23.47815704345703,23.47815704345703,23.18390180746368,23.328957561763932,24900
2004-12-10,23.677101135253906,23.677101135253906,23.449158070021532,23.457445528999248,13700
2004-12-13,23.610794067382812,23.74755929539598,23.585926943665434,23.74755929539598,14900
2004-12-14,23.59006690979004,23.619079339984264,23.465734472987442,23.581779450846213,12800
2004-12-15,23.635656356811523,23.69782336706154,23.494745837087855,23.689534326963358,21700
2004-12-16,23.420133590698242,23.67294364571814,23.420133590698242,23.67294364571814,11000
2004-12-17,23.685392379760742,23.685392379760742,23.229504625890783,23.478171104630633,28300
2004-12-20,23.602493286132812,23.664658693045393,23.503026421711635,23.664658693045393,10500
2004-12-21,23.871885299682617,23.871885299682617,23.685387455616333,23.685387455616333,12500
2004-12-22,24.04986572265625,24.04986572265625,23.859161618272342,23.901541206255423,21200
2004-12-23,23.86765480041504,24.02869411800575,23.774421256028237,23.965125498357082,27100
2004-12-27,23.68966293334961,23.8803655403962,23.62609431992275,23.867652464357626,24900
2004-12-28,23.778648376464844,23.821026357723852,23.72779447563076,23.732031627110118,14800
2004-12-29,23.91425895690918,23.922734876165435,23.816788310386684,23.837977300219176,29400
2004-12-30,24.028688430786133,24.045640274229157,23.880362225584822,23.9820716696262,33700
2004-12-31,23.965118408203125,24.121918909231532,23.965118408203125,24.100729914489854,36500
2005-01-03,23.68541717529297,24.04987366929243,23.520140769087753,24.04987366929243,31900
2005-01-04,23.329435348510742,23.850692300317966,23.329435348510742,23.685415902990847,52500
2005-01-05,22.55390739440918,23.38028938578963,22.388630996133088,23.38028938578963,77300
2005-01-06,22.727663040161133,22.808181866935918,22.52424578045377,22.52424578045377,42200
2005-01-07,22.67681121826172,22.833613361742678,22.57510338009687,22.82937459212593,24200
2005-01-10,22.60476303100586,22.736137376009303,22.54543320313868,22.65137978622052,12500
2005-01-11,22.375926971435547,22.63019984248268,22.312359966136672,22.617485148129134,25300
2005-01-12,22.26996612548828,22.418292276373002,21.926700312862174,22.418292276373002,82800
2005-01-13,22.26996612548828,22.63018539196588,22.236064067633833,22.265728974487544,34200
2005-01-14,22.545433044433594,22.566622037577492,22.375917866049303,22.47762729640319,219900
2005-01-18,22.76580238342285,22.791228528832296,22.45643855354757,22.524244302333706,26000
2005-01-19,22.786996841430664,23.09212359245005,22.727666999091774,22.842089530724042,29600
2005-01-20,22.714948654174805,22.88870100020672,22.625953904976758,22.820895246062964,32500
2005-01-21,22.736129760742188,22.89293019853174,22.613231377543013,22.693750171734184,61200
2005-01-24,22.55390739440918,22.79970260767155,22.545431474418553,22.778513616003206,18100
2005-01-25,22.130115509033203,22.67256131859077,22.12587674179952,22.67256131859077,31000
2005-01-26,22.06232261657715,22.219123146498355,21.998754004022,22.219123146498355,26400
2005-01-27,21.905508041381836,22.13859174409333,21.778372505022148,22.13859174409333,17200
2005-01-28,21.939407348632812,22.041115110840334,21.846173886096143,21.97330939716341,65900
2005-01-31,21.913999557495117,22.14284465580158,21.72753407921793,22.104703806083837,40500
2005-02-01,22.075021743774414,22.108923796862836,21.909745395505478,21.99450295315046,25600
2005-02-02,22.320823669433594,22.320823669433594,22.070791304111946,22.164023190914723,24500
2005-02-03,22.388626098632812,22.460668977869126,22.32505752091694,22.354722426086724,13900
2005-02-04,22.693758010864258,22.693758010864258,22.452199928233043,22.452199928233043,20000
2005-02-07,22.617473602294922,22.791225914668463,22.579332771938958,22.71494425395653,40900
2005-02-08,22.672563552856445,22.672563552856445,22.587805982606643,22.672563552856445,11500
2005-02-09,22.816648483276367,22.854789304955773,22.710701936013123,22.714939086592608,19900
2005-02-10,22.99040985107422,22.99040985107422,22.723423993699402,22.863274267387002,24100
2005-02-11,23.058216094970703,23.07092916862541,22.795469000867744,22.92260458726487,27100
2005-02-14,23.06245231628418,23.1387339883663,22.990409412993635,23.096356000150287,40600
2005-02-15,23.164159774780273,23.18111161526691,23.062450348476943,23.096354029450218,38200
