Date,Close,High,Low,Open,Volume
2001-08-27,22.995819091796875,23.040559406098794,22.956448598244737,23.040559406098794,44700
2001-08-28,22.732755661010742,22.861602689700685,22.68980528612303,22.834759729389162,319800
2001-08-29,22.628957748413086,22.798965182376403,22.602112744746254,22.790017530482874,128400
2001-08-30,22.30682945251465,22.36946504498816,22.24419590802676,22.36946504498816,36900
2001-08-31,22.36052894592285,22.39631956126042,22.26210270575785,22.29789332109542,1656900
2001-09-04,21.850496292114258,22.101034601506022,21.850496292114258,21.88628689403139,570000
2001-09-05,21.716285705566406,21.841554896134095,21.653650086289307,21.778919276856996,31500
2001-09-06,21.224151611328125,21.38521137623306,21.224151611328125,21.38521137623306,284700
2001-09-07,21.09888458251953,21.18836314894801,21.027303367765736,21.18836314894801,99900
2001-09-10,20.85729217529297,20.86624187438905,20.50832968603012,20.633598849556442,1438200
2001-09-17,19.944618225097656,20.0251470800446,19.70302756428495,19.729870515933936,170400
2001-09-18,19.7835636138916,19.90883281512925,19.685139422051552,19.76566830628432,991500
2001-09-19,19.729873657226562,19.97146435650414,19.479335305974722,19.97146435650414,435600
2001-09-20,18.870887756347656,19.201954992500564,18.870887756347656,19.201954992500564,123000
2001-09-21,18.34296226501465,18.521917305107404,17.537661512618676,17.537661512618676,110100
2001-09-24,19.193004608154297,19.228795212809114,18.852989767961386,18.96930923308954,139500
2001-09-25,19.416706085205078,19.55987059680198,19.246696563694552,19.39880872926709,151500
2001-09-26,19.515125274658203,19.586708536093862,19.452491712889923,19.586708536093862,138600
2001-09-27,19.822925567626953,19.828295386387154,19.47933089446267,19.515121494254167,662400
2001-09-28,20.20948028564453,20.250640723925063,19.98578483375541,20.02515533159126,663900
2001-10-01,20.100313186645508,20.100313186645504,19.860512405617033,19.899882897068053,432900
2001-10-02,20.171279907226562,20.171279907226562,19.893488093111287,19.893488093111287,309900
2001-10-03,20.37738800048828,20.465204365662583,19.80388043681107,19.80388043681107,398700
2001-10-04,20.5942440032959,20.699984209722764,20.359466082832757,20.556607832450528,578400
2001-10-05,20.626506805419922,20.717908359015908,20.48492095029385,20.594246347729605,274200
2001-10-08,20.502845764160156,20.65518512762983,20.35947140045791,20.38276891415232,127800
2001-10-09,20.449081420898438,20.67310797764704,20.422198726332955,20.60141874112096,2442600
2001-10-10,20.861282348632812,20.89712798116391,20.699984180804073,20.699984180804073,84600
